         10857816 function calls (10158985 primitive calls) in 16.977 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      319    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      516    0.000    0.000    0.024    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\runtime\nrt.py:19(initialize)
    24/16    0.000    0.000    0.896    0.056 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\functions.py:389(get_call_type)
      170    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cpu.py:104(target_data)
        7    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\tokenize.py:406(open)
      204    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:1522(sentry_modified_builtin)
      367    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:318(_is_null_temp_reg)
        8    0.000    0.000    0.007    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:1482(restore_copy_var_names)
      822    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\utils.py:459(<genexpr>)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:55(from_function_id)
      161    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\extending.py:370(__repr__)
       60    0.000    0.000    0.017    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\config.py:604(reload_config)
        9    0.000    0.000    0.022    0.002 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\wrappers.py:701(load)
       76    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:528(cast)
        2    0.000    0.000    0.351    0.176 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:2076(array_reshape)
      359    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:912(is_pointer)
    12/10    0.000    0.000    0.895    0.090 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:1129(generic)
      114    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\abstract.py:433(_literal_init)
       58    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\untyped_passes.py:445(run_pass)
       27    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\re\_compiler.py:511(_compile_info)
        6    0.000    0.000    0.003    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\numbers.py:62(int_divmod_signed)
      187    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cpu_options.py:61(__eq__)
       60    0.000    0.000    0.012    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callconv.py:152(decode_arguments)
      124    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1749(get_global_value)
       55    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\funcdesc.py:117(llvm_cpython_wrapper_name)
      144    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\containers.py:217(__iter__)
       34    0.000    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:69(__init__)
       65    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\weakref.py:352(__init__)
       60    0.000    0.000    0.013    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:212(extract_function_arguments)
      130    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\bytecode.py:239(__iter__)
       26    0.000    0.000    0.001    0.000 <frozen abc>:110(register)
       71    0.000    0.000    0.010    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:658(get_return_value)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\array_exprs.py:191(apply)
       31    0.000    0.000    0.009    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\consts.py:47(_fail)
       20    0.000    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:3987(visit_vars_parfor)
        1    0.000    0.000    0.013    0.013 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\array_api_compat\numpy\__init__.py:1(<module>)
       12    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:1321(simplify_CFG)
        1    0.000    0.000    0.001    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:2217(run)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:96(_compute_def_location)
       24    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1398(op_FOR_ITER)
      235    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.218    0.218 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:2953(run)
      127    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\__init__.py:837(_name_from_stem)
        1    0.000    0.000    0.001    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\mathimpl.py:1(<module>)
       83    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\pickle.py:316(_getattribute)
      123    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\pathlib.py:711(joinpath)
       48    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:1019(make_tuple)
       29    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:173(normalize_indices)
       21    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1453(_path_hooks)
      714    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\compiler_machinery.py:229(parse)
       60    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.002    0.002 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:802(register_ufuncs)
      255    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\__init__.py:312(<genexpr>)
      146    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:449(get_names)
      276    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:249(<genexpr>)
      347    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callconv.py:862(_get_return_argument)
      416    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\bytecode.py:108(<genexpr>)
       45    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
     1046    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:1164(function)
      123    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\__init__.py:101(section_pairs)
      130    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.005    0.005 C:\Users\viola\miniconda3\Lib\site-packages\numba\typed\dictobject.py:1(<module>)
   142/45    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ssa.py:457(_find_def_from_bottom)
        1    0.000    0.000    0.002    0.002 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typed_passes.py:966(_simplify_conditionally_defined_variable)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1564(__init__)
      113    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:469(get_data_type)
       58    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\inline_closurecall.py:1460(__init__)
       42    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\pythonapi.py:1145(string_from_string)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\bytecode.py:235(__init__)
      247    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      168    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\randomimpl.py:27(const_int)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\errors.py:510(flush)
       83    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cloudpickle\cloudpickle.py:1260(dump)
       16    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:708(__init__)
       10    0.000    0.000    0.015    0.002 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4962(apply_copies_parfor)
     1102    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1656(pc_initial)
      123    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:746(cast_result)
        4    0.000    0.000    0.019    0.005 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:3579(iternext_specific)
       17    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\inline_closurecall.py:889(_find_arraycall)
      498    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\ast.py:257(iter_fields)
       48    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:792(_op_POP_JUMP_IF)
     47/4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\ast.py:477(generic_visit)
      285    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\containers.py:133(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:1122(MethodTemplate)
      123    0.000    0.000    0.009    0.000 C:\Users\viola\miniconda3\Lib\pathlib.py:1005(open)
       77    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\extending.py:577(is_jitted)
       27    0.000    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\re\_compiler.py:740(compile)
      305    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cpu.py:113(codegen)
        1    0.000    0.000    0.006    0.006 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\array_api_compat\numpy\_aliases.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode_support.py:1(<module>)
      129    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:887(__str__)
      127    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:521(op_STORE_FAST)
      418    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:230(return_value)
     1098    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:341(__str__)
       60    0.000    0.000    0.010    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:2787(unver)
       12    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:108(as_method)
      114    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:1111(_resolve)
       93    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:570(__init__)
      526    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callconv.py:865(_get_excinfo_argument)
       35    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\runtime\context.py:328(meminfo_data)
        8    0.000    0.000    0.084    0.011 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callwrapper.py:101(build)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:3852(get_reduce_nodes)
      328    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\event.py:276(done)
      417    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\registry.py:25(target_context)
      347    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      120    0.000    0.000    0.019    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:284(mangler)
       17    0.000    0.000    0.013    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ssa.py:84(_fix_ssa_vars)
      276    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\functions.py:375(key)
      123    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\__init__.py:314(_from_text)
       90    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\dispatcher.py:697(_callback_add_timer)
      643    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:476(<genexpr>)
    64/48    0.000    0.000    0.007    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:646(_loop_nest)
      106    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:218(position_before)
       22    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:5219(dummy_return_in_loop_body)
       96    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:455(is_not_null)
     1050    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering.py:55(_disable_sroa_like_opt)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:985(getmodule)
       57    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:433(build_tuple)
        1    0.000    0.000    0.004    0.004 C:\Users\viola\miniconda3\Lib\site-packages\numba\typed\listobject.py:1(<module>)
      116    0.000    0.000    0.008    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\extending.py:398(intrinsic)
      827    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1786(code_cellvars)
       26    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\transforms.py:10(visit_Function)
       42    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\pythonapi.py:331(err_write_unraisable)
       34    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\abstract.py:177(__call__)
       41    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cpu_options.py:25(__init__)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\bytecode.py:440(remove_build_list_swap_pattern)
       60    0.000    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:227(_post_doms)
       70    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\context.py:683(unify_types)
       14    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\wrappers.py:604(__init__)
       65    0.000    0.000    0.123    0.002 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\codegen.py:1412(_add_module)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\base64.py:51(b64encode)
       71    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:375(_remove_node_edges)
      100    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\containers.py:170(_make_homogeneous_tuple)
      234    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
      127    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\__init__.py:675(joinpath)
      530    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\postproc.py:68(__init__)
        2    0.000    0.000    0.075    0.038 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:67(mk_alloc)
       81    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
      722    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4687(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\viola\OneDrive\Desktop\SoftEng\accelerating_lebwohllasher\LebwohlLasherNumba.py:98(savedat)
       56    0.000    0.000    0.010    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callwrapper.py:38(cleanup_arg)
      127    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\_functools.py:99(wrapper)
       13    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\rewrites\static_raise.py:76(apply)
      127    0.000    0.000    0.001    0.000 <frozen ntpath>:257(splitext)
       73    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:3083(replace)
       83    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cloudpickle\cloudpickle.py:1307(reducer_override)
       48    0.000    0.000    0.007    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:618(loop_nest)
       64    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1075(__str__)
      389    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\re\_parser.py:176(append)
       26    0.000    0.000    0.022    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:459(_getitem_array_generic)
       45    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\dispatcher.py:713(_callback_add_llvm_timer)
      284    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:1017(__init__)
       55    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\builtins.py:95(generic)
  147/145    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:539(get_data_type)
       65    0.000    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\codegen.py:569(create_ir_module)
      116    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:73(__ne__)
       24    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\containers.py:424(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\imputils.py:317(iternext_impl)
       93    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:203(_doms)
      104    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:84(__hash__)
      293    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:645(<genexpr>)
      520    0.000    0.000    0.035    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\entrypoints.py:23(init_all)
      121    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:1030(seed_type)
       42    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:275(_format_float_as_hex)
      146    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1939(make_null)
      792    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\npydecl.py:65(<genexpr>)
      180    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        4    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\tupleobj.py:291(getitem_unituple)
       60    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\funcdesc.py:79(lookup_globals)
      820    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:119(inner_models)
      124    0.000    0.000    0.034    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\__init__.py:909(<genexpr>)
       19    0.000    0.000    0.028    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\rangeobj.py:87(getiter_range32_impl)
       41    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:1665(find_build_sequence)
       30    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:762(register_binary_operator_kernel)
      103    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:821(get_impl_key)
       33    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\misc.py:150(__init__)
      184    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:586(add_incoming)
       72    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ssa.py:469(_stmt_index)
       31    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1274(op_BUILD_TUPLE)
  149/148    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:556(_to_string)
       74    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:1169(__setattr__)
       15    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\abstract.py:253(unify)
       58    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\untyped_passes.py:56(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\numbers.py:35(int_add_impl)
      250    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\pathlib.py:1164(__new__)
       58    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:231(_idom)
      246    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:455(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\extending.py:272(make_attribute_wrapper)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typed_passes.py:127(legalize_return_type)
      177    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:490(packed)
      181    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\funcdesc.py:62(<genexpr>)
       27    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\re\_parser.py:969(parse)
      273    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\functions.py:499(_get_object)
       65    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\weakref.py:133(__getitem__)
      918    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:239(as_argument)
      204    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:75(call_conv)
      151    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:784(<genexpr>)
       60    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
      350    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\module.py:204(get_identified_types)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:1464(_replace_parallel_functions)
      224    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1705(find_initial_try_block)
       93    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:211(_topo_order)
        6    0.000    0.000    0.008    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\numbers.py:129(_int_divmod_impl)
       66    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\codegen.py:893(_object_getbuffer_hook)
      232    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\untyped_passes.py:201(get_analysis_usage)
      120    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\targetconfig.py:160(__init__)
      204    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callconv.py:856(get_arguments)
        1    0.000    0.000    0.019    0.019 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\_util.py:1(<module>)
       35    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:501(getitem)
       14    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:2896(op_RETURN_CONST)
     45/4    0.000    0.000   16.881    4.220 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\dispatcher.py:79(compile)
      127    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
      476    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typed_passes.py:42(fallback_context)
       15    0.000    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\rangeobj.py:26(range1_impl)
       54    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\enum.py:1541(__and__)
      124    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:2816(__str__)
       58    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\postproc.py:235(remove_dels)
      742    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\abstract.py:478(key)
      121    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1001(__init__)
        8    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:4374(ol_np_empty)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callconv.py:108(init_call_helper)
        8    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\pythonapi.py:263(unpack_tuple)
