         10857816 function calls (10158985 primitive calls) in 16.977 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       62    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:450(is_null)
       83    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cloudpickle\cloudpickle.py:195(_is_registered_pickle_by_value)
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\math\numbers.py:359(int_signed_unsigned_cmp)
       16    0.000    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:472(__call__)
       12    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:873(__init__)
       75    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:369(__init__)
      245    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\codegen.py:560(_raise_if_finalized)
       32    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:87(__eq__)
       65    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\compiler_lock.py:52(require_global_compiler_lock)
       77    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\dispatcher.py:250(_make_finalizer)
      110    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\listdecl.py:90(generic)
       40    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:1551(_analyze_op_getattr)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\numbers.py:550(_implement_integer_operators)
      137    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\bytecode.py:44(get_code_object)
       30    0.000    0.000    0.009    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\errors.py:609(__init__)
    18/15    0.000    0.000    0.892    0.059 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:1075(_get_signature)
       82    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:685(_ufunc_db_function)
        3    0.000    0.000    0.103    0.034 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:3058(run)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\boxing.py:1(<module>)
      419    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:699(get_call_signature)
      654    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1960(infos)
        1    0.000    0.000    0.035    0.035 C:\Users\viola\miniconda3\Lib\importlib\metadata\__init__.py:900(entry_points)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:1354(canonicalize_array_math)
      122    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:190(__init__)
       65    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\codegen.py:1040(resolve)
       93    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:151(dominators)
      550    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1778(code_locals)
       69    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\enum.py:772(__delattr__)
       25    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\misc.py:306(get_call_signatures)
      770    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\misc.py:128(key)
       10    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering.py:915(find_setitems_block)
       66    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\targetconfig.py:237(copy)
       58    0.000    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:235(_df)
       20    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\listobj.py:22(get_list_payload)
      110    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:208(_getvalue)
       14    0.000    0.000    0.009    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:5062(rename_global_or_getattr)
       84    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:1310(<genexpr>)
       84    0.000    0.000    0.010    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\imputils.py:432(impl_ret_borrowed)
      110    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:975(get_helper_class)
      126    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\_collections.py:20(__missing__)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\untyped_passes.py:118(run_pass)
        2    0.000    0.000    0.004    0.002 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4080(parfor_insert_dels)
     12/4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\array_exprs.py:266(_arr_expr_to_ast)
       89    0.000    0.000    0.012    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:987(make_helper)
        4    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:3328(_increment_indices)
      528    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\postproc.py:35(__init__)
       58    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\utils.py:390(__init__)
       80    0.000    0.000    0.011    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:612(as_argument)
      113    0.000    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\removerefctpass.py:51(valid_input)
       58    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typed_passes.py:410(run_pass)
        1    0.000    0.000    0.267    0.267 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:2906(run)
      682    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\npytypes.py:273(dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\linalg.py:74(_BLAS)
        1    0.000    0.000    0.010    0.010 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\random\generator_methods.py:1(<module>)
       37    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1449(_binaryop)
      423    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1830(get_varname)
        4    0.000    0.000    0.004    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\randomimpl.py:135(get_next_double)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\plyparser.py:86(template)
       26    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:2148(_analyze_op_binop)
      328    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       23    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\inline_closurecall.py:1032(_inline_arraycall)
      562    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\module.py:229(__iter__)
      415    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:1209(__init__)
       21    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1682(path_hook_for_FileFinder)
        5    0.000    0.000    0.010    0.002 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:3571(get_parfor_params_inner)
      783    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:2786(default)
      580    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\rewrites\registry.py:10(__init__)
       38    0.000    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\decorators.py:239(njit)
       35    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:2634(op_BINARY_SUBSCR)
       60    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\context.py:94(match)
       95    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1718(_var_used_in_binop)
       37    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\misc.py:172(__init__)
      164    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\dispatcher.py:863(cb_compiler)
        9    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:206(from_data)
        7    0.000    0.000    0.043    0.006 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:3042(fuse_recursive_parfor)
      173    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:34(__init__)
       26    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\module.py:117(functions)
        1    0.000    0.000    0.012    0.012 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:5711(_np_concatenate)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:3671(get_parfor_outputs)
       33    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\containers.py:202(__unliteral__)
        2    0.000    0.000    1.346    0.673 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering.py:65(_lower_parfor_parallel)
       90    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\collections.py:56(generic)
       65    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\compiler_lock.py:25(is_locked)
      229    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:462(gep)
       10    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering.py:1604(replace_var_with_array_in_block)
      486    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:322(cond)
       31    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:2654(op_BUILD_TUPLE)
      224    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      172    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:292(__new__)
       62    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\consts.py:18(__init__)
      242    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:1010(_mangle_arg_name)
       82    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\imputils.py:173(fix_returning_optional)
       45    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\dispatcher.py:867(cb_llvm)
      476    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       51    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\enum.py:837(__setattr__)
       50    0.000    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cpu.py:45(create_module)
      124    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       39    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\dylib.py:15(add_symbol)
      333    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:2874(__init__)
      128    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\builtins.py:437(generic)
       21    0.000    0.000    0.011    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4857(find_potential_aliases_parfor)
       92    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:2779(op_BINARY_OP)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_common_types}
       77    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\dispatcher.py:44(__init__)
        8    0.000    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callwrapper.py:197(get_env)
      187    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1039(__init__)
      100    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\builtins.py:553(generic)
        7    0.000    0.000    0.007    0.001 C:\Users\viola\miniconda3\Lib\linecache.py:80(updatecache)
      464    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\untyped_passes.py:26(fallback_context)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering.py:677(_create_shape_signature)
       60    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:395(isgeneratorfunction)
       65    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\weakref.py:347(__new__)
        1    0.000    0.000    0.001    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\tupleobj.py:1(<module>)
       62    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:199(_exit_points)
       35    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1099(op_BINARY_SUBSCR)
        4    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\randomimpl.py:573(np_randint_impl_2)
      123    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\pathlib.py:447(__fspath__)
       42    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       16    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:1435(typeof_setitem)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\array_exprs.py:144(_handle_matches)
       11    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:1223(__init__)
       37    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:753(_refine_target_type)
       63    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\imputils.py:144(_decorate_getattr)
       16    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\consts.py:89(_infer_call)
      530    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:231(_cast_member_to_value)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1332(__init__)
        4    0.000    0.000    0.009    0.002 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\randomimpl.py:150(get_next_int)
       55    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cpu_options.py:117(__eq__)
       77    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\target_extension.py:76(resolve_dispatcher_from_str)
